Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
2013-14,2014-04-05T00:00:00Z,Aston Villa,Fulham,1,2,A,0.0,0.0,D,M Oliver,12.0,16.0,6.0,8.0,2.0,7.0,10.0,13.0,3.0,2.0,0.0,0.0
2013-14,2014-04-05T00:00:00Z,Cardiff,Crystal Palace,0,3,A,0.0,1.0,A,P Dowd,13.0,13.0,4.0,8.0,10.0,3.0,5.0,13.0,2.0,4.0,0.0,0.0
2013-14,2014-04-05T00:00:00Z,Chelsea,Stoke,3,0,H,1.0,0.0,H,L Probert,18.0,4.0,8.0,2.0,7.0,3.0,8.0,18.0,0.0,0.0,0.0,0.0
2013-14,2014-04-05T00:00:00Z,Hull,Swansea,1,0,H,1.0,0.0,H,H Webb,8.0,12.0,4.0,2.0,7.0,2.0,6.0,18.0,0.0,2.0,0.0,0.0
2013-14,2014-04-05T00:00:00Z,Man City,Southampton,4,1,H,3.0,1.0,H,C Foy,15.0,5.0,8.0,1.0,5.0,9.0,9.0,15.0,3.0,0.0,0.0,0.0
2013-14,2014-04-05T00:00:00Z,Newcastle,Man United,0,4,A,0.0,1.0,A,K Friend,14.0,8.0,4.0,4.0,4.0,5.0,16.0,6.0,1.0,0.0,0.0,0.0
2013-14,2014-04-05T00:00:00Z,Norwich,West Brom,0,1,A,0.0,1.0,A,M Clattenburg,12.0,8.0,4.0,5.0,7.0,3.0,10.0,11.0,1.0,0.0,0.0,0.0
2013-14,2014-04-06T00:00:00Z,Everton,Arsenal,3,0,H,2.0,0.0,H,M Atkinson,14.0,15.0,8.0,5.0,3.0,6.0,6.0,5.0,1.0,2.0,0.0,0.0
2013-14,2014-04-06T00:00:00Z,West Ham,Liverpool,1,2,A,1.0,1.0,D,A Taylor,11.0,17.0,1.0,8.0,4.0,4.0,10.0,9.0,4.0,0.0,0.0,0.0
2013-14,2014-04-07T00:00:00Z,Tottenham,Sunderland,5,1,H,1.0,1.0,D,L Mason,29.0,8.0,11.0,4.0,8.0,2.0,12.0,8.0,0.0,2.0,0.0,0.0
2013-14,2014-04-12T00:00:00Z,Crystal Palace,Aston Villa,1,0,H,0.0,0.0,D,H Webb,14.0,7.0,4.0,4.0,2.0,4.0,7.0,12.0,0.0,2.0,0.0,0.0
2013-14,2014-04-12T00:00:00Z,Fulham,Norwich,1,0,H,1.0,0.0,H,M Dean,14.0,13.0,3.0,3.0,8.0,8.0,10.0,12.0,1.0,3.0,0.0,0.0
2013-14,2014-04-12T00:00:00Z,Southampton,Cardiff,0,1,A,0.0,0.0,D,J Moss,19.0,6.0,7.0,4.0,5.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0
2013-14,2014-04-12T00:00:00Z,Stoke,Newcastle,1,0,H,1.0,0.0,H,M Jones,10.0,13.0,3.0,1.0,4.0,5.0,12.0,11.0,1.0,1.0,0.0,0.0
2013-14,2014-04-12T00:00:00Z,Sunderland,Everton,0,1,A,0.0,0.0,D,L Probert,24.0,20.0,6.0,3.0,6.0,6.0,17.0,15.0,3.0,1.0,0.0,0.0
2013-14,2014-04-12T00:00:00Z,West Brom,Tottenham,3,3,D,3.0,1.0,H,N Swarbrick,6.0,20.0,5.0,8.0,2.0,2.0,11.0,8.0,4.0,2.0,0.0,0.0
2013-14,2014-04-13T00:00:00Z,Liverpool,Man City,3,2,H,2.0,0.0,H,M Clattenburg,10.0,13.0,4.0,5.0,7.0,7.0,7.0,9.0,1.0,3.0,1.0,0.0
2013-14,2014-04-13T00:00:00Z,Swansea,Chelsea,0,1,A,0.0,0.0,D,P Dowd,7.0,26.0,4.0,3.0,5.0,12.0,8.0,13.0,0.0,2.0,1.0,0.0
2013-14,2014-04-15T00:00:00Z,Arsenal,West Ham,3,1,H,1.0,1.0,D,K Friend,14.0,12.0,8.0,2.0,4.0,3.0,14.0,12.0,2.0,2.0,0.0,0.0
2013-14,2014-04-16T00:00:00Z,Everton,Crystal Palace,2,3,A,0.0,1.0,A,A Marriner,17.0,7.0,5.0,4.0,13.0,3.0,6.0,10.0,1.0,2.0,0.0,0.0
2013-14,2014-04-16T00:00:00Z,Man City,Sunderland,2,2,D,1.0,0.0,H,M Atkinson,16.0,11.0,4.0,3.0,3.0,6.0,14.0,10.0,1.0,2.0,0.0,0.0
2013-14,2014-04-19T00:00:00Z,Aston Villa,Southampton,0,0,D,0.0,0.0,D,L Mason,6.0,3.0,1.0,2.0,5.0,3.0,11.0,11.0,0.0,2.0,0.0,0.0
2013-14,2014-04-19T00:00:00Z,Cardiff,Stoke,1,1,D,0.0,1.0,A,H Webb,13.0,14.0,4.0,5.0,12.0,7.0,6.0,12.0,2.0,3.0,0.0,0.0
2013-14,2014-04-19T00:00:00Z,Chelsea,Sunderland,1,2,A,1.0,1.0,D,M Dean,31.0,7.0,15.0,3.0,10.0,4.0,11.0,14.0,1.0,2.0,0.0,0.0
2013-14,2014-04-19T00:00:00Z,Newcastle,Swansea,1,2,A,1.0,1.0,D,C Foy,14.0,10.0,4.0,2.0,2.0,8.0,6.0,9.0,2.0,0.0,0.0,0.0
2013-14,2014-04-19T00:00:00Z,Tottenham,Fulham,3,1,H,1.0,1.0,D,L Probert,14.0,11.0,5.0,4.0,4.0,5.0,8.0,11.0,0.0,1.0,0.0,0.0
2013-14,2014-04-19T00:00:00Z,West Ham,Crystal Palace,0,1,A,0.0,0.0,D,M Atkinson,13.0,11.0,4.0,3.0,3.0,11.0,7.0,16.0,1.0,1.0,0.0,0.0
2013-14,2014-04-20T00:00:00Z,Everton,Man United,2,0,H,2.0,0.0,H,M Clattenburg,17.0,9.0,5.0,2.0,6.0,5.0,9.0,8.0,2.0,2.0,0.0,0.0
2013-14,2014-04-20T00:00:00Z,Hull,Arsenal,0,3,A,0.0,2.0,A,J Moss,13.0,12.0,4.0,6.0,7.0,0.0,10.0,7.0,1.0,1.0,0.0,0.0
2013-14,2014-04-20T00:00:00Z,Norwich,Liverpool,2,3,A,0.0,2.0,A,A Marriner,13.0,14.0,5.0,6.0,8.0,3.0,16.0,10.0,3.0,2.0,0.0,0.0
2013-14,2014-04-21T00:00:00Z,Man City,West Brom,3,1,H,3.0,1.0,H,P Dowd,19.0,10.0,6.0,3.0,8.0,2.0,9.0,7.0,1.0,1.0,0.0,0.0
2013-14,2014-04-26T00:00:00Z,Fulham,Hull,2,2,D,0.0,0.0,D,L Mason,10.0,8.0,3.0,4.0,7.0,2.0,8.0,7.0,1.0,3.0,0.0,0.0
2013-14,2014-04-26T00:00:00Z,Man United,Norwich,4,0,H,1.0,0.0,H,L Probert,25.0,9.0,11.0,2.0,5.0,3.0,13.0,9.0,1.0,1.0,0.0,0.0
2013-14,2014-04-26T00:00:00Z,Southampton,Everton,2,0,H,2.0,0.0,H,M Oliver,14.0,9.0,4.0,2.0,4.0,7.0,13.0,12.0,0.0,2.0,0.0,0.0
2013-14,2014-04-26T00:00:00Z,Stoke,Tottenham,0,1,A,0.0,1.0,A,A Marriner,17.0,16.0,3.0,4.0,4.0,3.0,11.0,6.0,1.0,2.0,1.0,0.0
2013-14,2014-04-26T00:00:00Z,Swansea,Aston Villa,4,1,H,2.0,1.0,H,M Clattenburg,11.0,11.0,8.0,3.0,9.0,6.0,9.0,12.0,1.0,3.0,0.0,0.0
2013-14,2014-04-26T00:00:00Z,West Brom,West Ham,1,0,H,1.0,0.0,H,M Dean,19.0,9.0,6.0,3.0,7.0,6.0,14.0,8.0,0.0,1.0,0.0,0.0
2013-14,2014-04-27T00:00:00Z,Crystal Palace,Man City,0,2,A,0.0,2.0,A,H Webb,3.0,16.0,2.0,6.0,4.0,8.0,9.0,10.0,3.0,1.0,0.0,0.0
2013-14,2014-04-27T00:00:00Z,Liverpool,Chelsea,0,2,A,0.0,1.0,A,M Atkinson,26.0,11.0,8.0,4.0,14.0,3.0,9.0,7.0,0.0,4.0,0.0,0.0
2013-14,2014-04-27T00:00:00Z,Sunderland,Cardiff,4,0,H,2.0,0.0,H,P Dowd,21.0,6.0,7.0,1.0,11.0,5.0,10.0,11.0,5.0,3.0,0.0,1.0
2013-14,2014-04-28T00:00:00Z,Arsenal,Newcastle,3,0,H,2.0,0.0,H,N Swarbrick,20.0,8.0,8.0,3.0,14.0,0.0,9.0,8.0,3.0,2.0,0.0,0.0
2013-14,2014-05-03T00:00:00Z,Aston Villa,Hull,3,1,H,3.0,1.0,H,M Dean,15.0,7.0,9.0,2.0,8.0,5.0,14.0,9.0,0.0,0.0,0.0,0.0
2013-14,2014-05-03T00:00:00Z,Everton,Man City,2,3,A,1.0,2.0,A,L Probert,9.0,18.0,4.0,6.0,4.0,3.0,3.0,9.0,0.0,3.0,0.0,0.0
2013-14,2014-05-03T00:00:00Z,Man United,Sunderland,0,1,A,0.0,1.0,A,H Webb,17.0,8.0,2.0,1.0,8.0,0.0,11.0,12.0,2.0,1.0,0.0,0.0
2013-14,2014-05-03T00:00:00Z,Newcastle,Cardiff,3,0,H,1.0,0.0,H,M Atkinson,22.0,16.0,6.0,3.0,10.0,6.0,9.0,6.0,1.0,0.0,0.0,0.0
2013-14,2014-05-03T00:00:00Z,Stoke,Fulham,4,1,H,1.0,0.0,H,C Foy,23.0,10.0,8.0,2.0,3.0,5.0,9.0,13.0,0.0,2.0,0.0,0.0
2013-14,2014-05-03T00:00:00Z,Swansea,Southampton,0,1,A,0.0,0.0,D,A Taylor,12.0,18.0,3.0,4.0,3.0,5.0,11.0,5.0,1.0,1.0,0.0,0.0
2013-14,2014-05-03T00:00:00Z,West Ham,Tottenham,2,0,H,2.0,0.0,H,P Dowd,20.0,12.0,8.0,3.0,10.0,6.0,10.0,16.0,0.0,4.0,0.0,1.0
2013-14,2014-05-04T00:00:00Z,Arsenal,West Brom,1,0,H,1.0,0.0,H,M Jones,15.0,11.0,4.0,1.0,9.0,10.0,9.0,6.0,2.0,2.0,0.0,0.0
2013-14,2014-05-04T00:00:00Z,Chelsea,Norwich,0,0,D,0.0,0.0,D,N Swarbrick,23.0,6.0,4.0,3.0,5.0,2.0,9.0,17.0,1.0,3.0,0.0,0.0
2013-14,2014-05-05T00:00:00Z,Crystal Palace,Liverpool,3,3,D,0.0,1.0,A,M Clattenburg,10.0,26.0,6.0,9.0,7.0,7.0,7.0,12.0,2.0,3.0,0.0,0.0
2013-14,2014-05-06T00:00:00Z,Man United,Hull,3,1,H,1.0,0.0,H,C Pawson,18.0,2.0,7.0,2.0,8.0,0.0,13.0,9.0,1.0,1.0,0.0,0.0
2013-14,2014-05-07T00:00:00Z,Man City,Aston Villa,4,0,H,0.0,0.0,D,M Oliver,18.0,5.0,9.0,0.0,7.0,2.0,8.0,9.0,1.0,2.0,0.0,0.0
2013-14,2014-05-07T00:00:00Z,Sunderland,West Brom,2,0,H,2.0,0.0,H,L Mason,10.0,13.0,4.0,3.0,5.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,Cardiff,Chelsea,1,2,A,1.0,0.0,H,M Oliver,10.0,28.0,4.0,7.0,3.0,8.0,7.0,9.0,1.0,2.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,Fulham,Crystal Palace,2,2,D,0.0,1.0,A,K Friend,15.0,15.0,5.0,6.0,6.0,4.0,11.0,15.0,3.0,1.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,Hull,Everton,0,2,A,0.0,1.0,A,H Webb,12.0,11.0,3.0,4.0,6.0,4.0,8.0,8.0,0.0,1.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,Liverpool,Newcastle,2,1,H,0.0,1.0,A,P Dowd,13.0,8.0,5.0,2.0,6.0,2.0,8.0,16.0,1.0,3.0,0.0,2.0
2013-14,2014-05-11T00:00:00Z,Man City,West Ham,2,0,H,1.0,0.0,H,M Atkinson,28.0,3.0,7.0,0.0,12.0,1.0,7.0,9.0,2.0,2.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,Norwich,Arsenal,0,2,A,0.0,0.0,D,L Mason,11.0,14.0,5.0,8.0,4.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,Southampton,Man United,1,1,D,1.0,0.0,H,M Dean,15.0,8.0,6.0,2.0,6.0,2.0,16.0,5.0,3.0,2.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,Sunderland,Swansea,1,3,A,0.0,2.0,A,C Foy,20.0,8.0,4.0,4.0,6.0,3.0,14.0,15.0,2.0,3.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,Tottenham,Aston Villa,3,0,H,3.0,0.0,H,J Moss,12.0,4.0,6.0,1.0,5.0,1.0,11.0,11.0,1.0,0.0,0.0,0.0
2013-14,2014-05-11T00:00:00Z,West Brom,Stoke,1,2,A,0.0,1.0,A,L Probert,17.0,15.0,4.0,4.0,11.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0
2014-15,2014-08-16T00:00:00Z,Arsenal,Crystal Palace,2,1,H,1.0,1.0,D,J Moss,14.0,4.0,6.0,2.0,9.0,3.0,13.0,19.0,2.0,2.0,0.0,1.0
2014-15,2014-08-16T00:00:00Z,Leicester,Everton,2,2,D,1.0,2.0,A,M Jones,11.0,13.0,3.0,3.0,3.0,6.0,16.0,10.0,1.0,1.0,0.0,0.0
2014-15,2014-08-16T00:00:00Z,Man United,Swansea,1,2,A,0.0,1.0,A,M Dean,14.0,5.0,5.0,4.0,4.0,0.0,14.0,20.0,2.0,4.0,0.0,0.0
2014-15,2014-08-16T00:00:00Z,QPR,Hull,0,1,A,0.0,0.0,D,C Pawson,19.0,11.0,6.0,4.0,8.0,9.0,10.0,10.0,1.0,2.0,0.0,0.0
2014-15,2014-08-16T00:00:00Z,Stoke,Aston Villa,0,1,A,0.0,0.0,D,A Taylor,12.0,7.0,2.0,2.0,2.0,8.0,14.0,9.0,0.0,3.0,0.0,0.0
2014-15,2014-08-16T00:00:00Z,West Brom,Sunderland,2,2,D,1.0,1.0,D,N Swarbrick,10.0,7.0,5.0,2.0,6.0,3.0,18.0,9.0,3.0,1.0,0.0,0.0
2014-15,2014-08-16T00:00:00Z,West Ham,Tottenham,0,1,A,0.0,0.0,D,C Foy,18.0,10.0,4.0,4.0,8.0,5.0,12.0,10.0,1.0,0.0,1.0,1.0
2014-15,2014-08-17T00:00:00Z,Liverpool,Southampton,2,1,H,1.0,0.0,H,M Clattenburg,12.0,12.0,5.0,6.0,2.0,6.0,8.0,11.0,1.0,2.0,0.0,0.0
2014-15,2014-08-17T00:00:00Z,Newcastle,Man City,0,2,A,0.0,1.0,A,M Atkinson,12.0,13.0,0.0,5.0,3.0,3.0,8.0,11.0,1.0,5.0,0.0,0.0
2014-15,2014-08-18T00:00:00Z,Burnley,Chelsea,1,3,A,1.0,3.0,A,M Oliver,9.0,11.0,2.0,3.0,4.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0
2014-15,2014-08-23T00:00:00Z,Aston Villa,Newcastle,0,0,D,0.0,0.0,D,M Dean,9.0,11.0,0.0,4.0,7.0,7.0,11.0,8.0,4.0,0.0,0.0,1.0
2014-15,2014-08-23T00:00:00Z,Chelsea,Leicester,2,0,H,0.0,0.0,D,L Mason,27.0,6.0,10.0,4.0,8.0,7.0,11.0,11.0,0.0,1.0,0.0,0.0
2014-15,2014-08-23T00:00:00Z,Crystal Palace,West Ham,1,3,A,0.0,2.0,A,M Clattenburg,9.0,17.0,4.0,8.0,6.0,9.0,14.0,11.0,1.0,3.0,0.0,0.0
2014-15,2014-08-23T00:00:00Z,Everton,Arsenal,2,2,D,2.0,0.0,H,K Friend,8.0,13.0,2.0,3.0,3.0,3.0,10.0,18.0,1.0,4.0,0.0,0.0
2014-15,2014-08-23T00:00:00Z,Southampton,West Brom,0,0,D,0.0,0.0,D,R East,8.0,8.0,2.0,2.0,1.0,5.0,14.0,15.0,1.0,2.0,0.0,0.0
2014-15,2014-08-23T00:00:00Z,Swansea,Burnley,1,0,H,1.0,0.0,H,C Pawson,10.0,12.0,5.0,1.0,2.0,3.0,14.0,13.0,2.0,1.0,0.0,0.0
2014-15,2014-08-24T00:00:00Z,Hull,Stoke,1,1,D,1.0,0.0,H,J Moss,9.0,19.0,2.0,3.0,4.0,5.0,10.0,10.0,1.0,3.0,1.0,0.0
2014-15,2014-08-24T00:00:00Z,Sunderland,Man United,1,1,D,1.0,1.0,D,M Atkinson,11.0,10.0,3.0,3.0,4.0,4.0,10.0,15.0,0.0,2.0,0.0,0.0
2014-15,2014-08-24T00:00:00Z,Tottenham,QPR,4,0,H,3.0,0.0,H,A Taylor,18.0,9.0,5.0,1.0,7.0,6.0,12.0,6.0,0.0,1.0,0.0,0.0
2014-15,2014-08-25T00:00:00Z,Man City,Liverpool,3,1,H,1.0,0.0,H,M Oliver,9.0,11.0,4.0,3.0,6.0,7.0,13.0,7.0,1.0,1.0,0.0,0.0
2014-15,2014-08-30T00:00:00Z,Burnley,Man United,0,0,D,0.0,0.0,D,C Foy,9.0,7.0,3.0,2.0,3.0,6.0,10.0,14.0,2.0,2.0,0.0,0.0
2014-15,2014-08-30T00:00:00Z,Everton,Chelsea,3,6,A,1.0,2.0,A,J Moss,17.0,12.0,7.0,8.0,8.0,2.0,7.0,16.0,1.0,3.0,0.0,0.0
2014-15,2014-08-30T00:00:00Z,Man City,Stoke,0,1,A,0.0,0.0,D,L Mason,16.0,7.0,2.0,2.0,11.0,4.0,14.0,5.0,2.0,1.0,0.0,0.0
2014-15,2014-08-30T00:00:00Z,Newcastle,Crystal Palace,3,3,D,1.0,1.0,D,M Jones,18.0,12.0,4.0,7.0,11.0,4.0,12.0,19.0,1.0,3.0,0.0,0.0
2014-15,2014-08-30T00:00:00Z,QPR,Sunderland,1,0,H,1.0,0.0,H,R Madley,18.0,16.0,5.0,6.0,4.0,6.0,8.0,9.0,1.0,2.0,0.0,0.0
2014-15,2014-08-30T00:00:00Z,Swansea,West Brom,3,0,H,2.0,0.0,H,P Tierney,15.0,16.0,8.0,2.0,0.0,7.0,10.0,8.0,1.0,2.0,0.0,0.0
2014-15,2014-08-30T00:00:00Z,West Ham,Southampton,1,3,A,1.0,1.0,D,M Dean,4.0,18.0,2.0,8.0,2.0,9.0,11.0,13.0,2.0,1.0,0.0,0.0
2014-15,2014-08-31T00:00:00Z,Aston Villa,Hull,2,1,H,2.0,0.0,H,M Clattenburg,11.0,9.0,4.0,3.0,3.0,7.0,9.0,10.0,1.0,4.0,0.0,0.0
2014-15,2014-08-31T00:00:00Z,Leicester,Arsenal,1,1,D,1.0,1.0,D,A Taylor,9.0,24.0,3.0,6.0,5.0,10.0,14.0,6.0,3.0,1.0,0.0,0.0
2014-15,2014-08-31T00:00:00Z,Tottenham,Liverpool,0,3,A,0.0,1.0,A,P Dowd,7.0,17.0,1.0,8.0,7.0,3.0,14.0,11.0,0.0,4.0,0.0,0.0
2014-15,2014-09-13T00:00:00Z,Arsenal,Man City,2,2,D,0.0,1.0,A,M Clattenburg,15.0,15.0,6.0,8.0,0.0,3.0,11.0,15.0,3.0,4.0,0.0,0.0
2014-15,2014-09-13T00:00:00Z,Chelsea,Swansea,4,2,H,1.0,1.0,D,K Friend,29.0,11.0,9.0,2.0,7.0,4.0,12.0,11.0,0.0,3.0,0.0,0.0
2014-15,2014-09-13T00:00:00Z,Crystal Palace,Burnley,0,0,D,0.0,0.0,D,M Dean,14.0,11.0,3.0,3.0,5.0,5.0,12.0,10.0,2.0,3.0,0.0,0.0
2014-15,2014-09-13T00:00:00Z,Liverpool,Aston Villa,0,1,A,0.0,1.0,A,L Mason,18.0,5.0,1.0,1.0,7.0,6.0,9.0,10.0,2.0,1.0,0.0,0.0
2014-15,2014-09-13T00:00:00Z,Southampton,Newcastle,4,0,H,2.0,0.0,H,C Foy,10.0,9.0,7.0,4.0,5.0,5.0,15.0,7.0,0.0,2.0,0.0,0.0
2014-15,2014-09-13T00:00:00Z,Stoke,Leicester,0,1,A,0.0,0.0,D,M Oliver,24.0,8.0,4.0,1.0,13.0,3.0,8.0,15.0,3.0,0.0,0.0,0.0
2014-15,2014-09-13T00:00:00Z,Sunderland,Tottenham,2,2,D,1.0,1.0,D,C Pawson,6.0,15.0,1.0,6.0,5.0,5.0,10.0,13.0,5.0,1.0,0.0,0.0
2014-15,2014-09-13T00:00:00Z,West Brom,Everton,0,2,A,0.0,1.0,A,A Taylor,11.0,11.0,1.0,4.0,9.0,1.0,12.0,8.0,2.0,3.0,0.0,0.0
2014-15,2014-09-14T00:00:00Z,Man United,QPR,4,0,H,3.0,0.0,H,P Dowd,19.0,9.0,9.0,2.0,3.0,1.0,11.0,8.0,1.0,0.0,0.0,0.0
2014-15,2014-09-15T00:00:00Z,Hull,West Ham,2,2,D,1.0,0.0,H,M Atkinson,11.0,16.0,6.0,4.0,3.0,10.0,12.0,7.0,3.0,1.0,0.0,0.0
2014-15,2014-09-20T00:00:00Z,Aston Villa,Arsenal,0,3,A,0.0,3.0,A,M Jones,6.0,9.0,2.0,3.0,5.0,5.0,11.0,9.0,1.0,3.0,0.0,0.0
2014-15,2014-09-20T00:00:00Z,Burnley,Sunderland,0,0,D,0.0,0.0,D,A Taylor,17.0,14.0,6.0,6.0,5.0,1.0,14.0,14.0,1.0,2.0,0.0,0.0
2014-15,2014-09-20T00:00:00Z,Newcastle,Hull,2,2,D,0.0,0.0,D,N Swarbrick,25.0,10.0,7.0,3.0,4.0,2.0,11.0,11.0,4.0,2.0,0.0,0.0
2014-15,2014-09-20T00:00:00Z,QPR,Stoke,2,2,D,1.0,1.0,D,M Atkinson,21.0,8.0,5.0,4.0,10.0,1.0,6.0,15.0,2.0,4.0,0.0,0.0
2014-15,2014-09-20T00:00:00Z,Swansea,Southampton,0,1,A,0.0,0.0,D,J Moss,5.0,11.0,2.0,4.0,2.0,4.0,11.0,15.0,0.0,4.0,1.0,0.0
2014-15,2014-09-20T00:00:00Z,West Ham,Liverpool,3,1,H,2.0,1.0,H,C Pawson,13.0,11.0,7.0,5.0,7.0,5.0,16.0,11.0,4.0,1.0,0.0,0.0
2014-15,2014-09-21T00:00:00Z,Everton,Crystal Palace,2,3,A,1.0,1.0,D,M Oliver,17.0,10.0,6.0,3.0,7.0,1.0,8.0,13.0,2.0,2.0,0.0,0.0
2014-15,2014-09-21T00:00:00Z,Leicester,Man United,5,3,H,1.0,2.0,A,M Clattenburg,15.0,16.0,5.0,5.0,2.0,4.0,11.0,9.0,1.0,1.0,0.0,1.0
2014-15,2014-09-21T00:00:00Z,Man City,Chelsea,1,1,D,0.0,0.0,D,M Dean,16.0,6.0,4.0,2.0,14.0,2.0,16.0,12.0,3.0,4.0,1.0,0.0
2014-15,2014-09-21T00:00:00Z,Tottenham,West Brom,0,1,A,0.0,0.0,D,K Friend,7.0,10.0,1.0,4.0,9.0,7.0,12.0,7.0,2.0,2.0,0.0,0.0
2014-15,2014-09-27T00:00:00Z,Arsenal,Tottenham,1,1,D,0.0,0.0,D,M Oliver,16.0,6.0,6.0,4.0,15.0,5.0,7.0,16.0,3.0,6.0,0.0,0.0
2014-15,2014-09-27T00:00:00Z,Chelsea,Aston Villa,3,0,H,1.0,0.0,H,P Dowd,17.0,7.0,8.0,1.0,9.0,2.0,11.0,9.0,2.0,2.0,0.0,0.0
2014-15,2014-09-27T00:00:00Z,Crystal Palace,Leicester,2,0,H,0.0,0.0,D,K Stroud,16.0,7.0,6.0,1.0,6.0,6.0,14.0,9.0,0.0,2.0,0.0,0.0
2014-15,2014-09-27T00:00:00Z,Hull,Man City,2,4,A,2.0,2.0,D,A Taylor,10.0,20.0,5.0,6.0,3.0,8.0,10.0,6.0,0.0,2.0,0.0,0.0
2014-15,2014-09-27T00:00:00Z,Liverpool,Everton,1,1,D,0.0,0.0,D,M Atkinson,24.0,11.0,8.0,5.0,8.0,2.0,8.0,9.0,2.0,1.0,0.0,0.0
2014-15,2014-09-27T00:00:00Z,Man United,West Ham,2,1,H,2.0,1.0,H,L Mason,8.0,13.0,3.0,4.0,7.0,10.0,10.0,12.0,1.0,3.0,1.0,0.0
2014-15,2014-09-27T00:00:00Z,Southampton,QPR,2,1,H,0.0,0.0,D,M Clattenburg,19.0,10.0,9.0,2.0,6.0,3.0,12.0,11.0,2.0,1.0,0.0,0.0
2014-15,2014-09-27T00:00:00Z,Sunderland,Swansea,0,0,D,0.0,0.0,D,C Foy,15.0,7.0,3.0,1.0,10.0,1.0,13.0,15.0,2.0,1.0,0.0,1.0
2014-15,2014-09-28T00:00:00Z,West Brom,Burnley,4,0,H,2.0,0.0,H,J Moss,20.0,10.0,6.0,2.0,10.0,2.0,7.0,9.0,1.0,2.0,0.0,0.0
2014-15,2014-09-29T00:00:00Z,Stoke,Newcastle,1,0,H,1.0,0.0,H,C Pawson,12.0,16.0,3.0,1.0,2.0,10.0,20.0,15.0,1.0,2.0,0.0,0.0
2014-15,2014-10-04T00:00:00Z,Aston Villa,Man City,0,2,A,0.0,0.0,D,C Foy,6.0,27.0,1.0,7.0,0.0,7.0,4.0,6.0,0.0,1.0,0.0,0.0
2014-15,2014-10-04T00:00:00Z,Hull,Crystal Palace,2,0,H,0.0,0.0,D,M Dean,15.0,11.0,2.0,2.0,6.0,7.0,6.0,14.0,1.0,2.0,0.0,0.0
2014-15,2014-10-04T00:00:00Z,Leicester,Burnley,2,2,D,2.0,1.0,H,P Dowd,15.0,10.0,6.0,4.0,9.0,3.0,16.0,12.0,2.0,2.0,0.0,0.0
2014-15,2014-10-04T00:00:00Z,Liverpool,West Brom,2,1,H,1.0,0.0,H,M Oliver,19.0,8.0,7.0,4.0,5.0,5.0,12.0,15.0,2.0,2.0,0.0,0.0
2014-15,2014-10-04T00:00:00Z,Sunderland,Stoke,3,1,H,2.0,1.0,H,N Swarbrick,8.0,11.0,3.0,5.0,7.0,4.0,10.0,17.0,3.0,4.0,0.0,0.0
2014-15,2014-10-04T00:00:00Z,Swansea,Newcastle,2,2,D,1.0,1.0,D,L Mason,11.0,9.0,5.0,4.0,3.0,1.0,11.0,15.0,1.0,3.0,0.0,0.0
2014-15,2014-10-05T00:00:00Z,Chelsea,Arsenal,2,0,H,1.0,0.0,H,M Atkinson,5.0,10.0,3.0,0.0,2.0,2.0,14.0,10.0,4.0,3.0,0.0,0.0
2014-15,2014-10-05T00:00:00Z,Man United,Everton,2,1,H,1.0,0.0,H,K Friend,15.0,10.0,4.0,6.0,11.0,6.0,18.0,11.0,4.0,3.0,0.0,0.0
2014-15,2014-10-05T00:00:00Z,Tottenham,Southampton,1,0,H,1.0,0.0,H,M Jones,9.0,7.0,4.0,3.0,10.0,5.0,15.0,9.0,2.0,1.0,0.0,0.0
2014-15,2014-10-05T00:00:00Z,West Ham,QPR,2,0,H,1.0,0.0,H,A Taylor,11.0,10.0,3.0,3.0,7.0,5.0,10.0,11.0,2.0,2.0,0.0,0.0
2014-15,2014-10-18T00:00:00Z,Arsenal,Hull,2,2,D,1.0,1.0,D,R East,25.0,4.0,9.0,4.0,10.0,0.0,9.0,13.0,2.0,2.0,0.0,0.0
2014-15,2014-10-18T00:00:00Z,Burnley,West Ham,1,3,A,0.0,0.0,D,K Friend,17.0,22.0,3.0,6.0,5.0,7.0,3.0,10.0,0.0,1.0,0.0,0.0
2014-15,2014-10-18T00:00:00Z,Crystal Palace,Chelsea,1,2,A,0.0,1.0,A,C Pawson,7.0,14.0,4.0,5.0,3.0,2.0,13.0,7.0,1.0,1.0,1.0,1.0
2014-15,2014-10-18T00:00:00Z,Everton,Aston Villa,3,0,H,1.0,0.0,H,A Taylor,15.0,10.0,6.0,2.0,3.0,4.0,11.0,16.0,2.0,2.0,0.0,0.0
