Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
2014-15,2014-10-18T00:00:00Z,Man City,Tottenham,4,1,H,2.0,1.0,H,J Moss,20.0,19.0,12.0,7.0,3.0,4.0,11.0,9.0,1.0,2.0,0.0,1.0
2014-15,2014-10-18T00:00:00Z,Newcastle,Leicester,1,0,H,0.0,0.0,D,M Atkinson,19.0,7.0,6.0,2.0,10.0,7.0,13.0,15.0,0.0,3.0,0.0,0.0
2014-15,2014-10-18T00:00:00Z,Southampton,Sunderland,8,0,H,3.0,0.0,H,A Marriner,20.0,12.0,11.0,1.0,5.0,6.0,11.0,8.0,1.0,3.0,0.0,0.0
2014-15,2014-10-19T00:00:00Z,QPR,Liverpool,2,3,A,0.0,0.0,D,P Dowd,15.0,15.0,6.0,5.0,7.0,2.0,10.0,15.0,2.0,3.0,0.0,0.0
2014-15,2014-10-19T00:00:00Z,Stoke,Swansea,2,1,H,1.0,1.0,D,M Oliver,17.0,13.0,3.0,5.0,3.0,5.0,17.0,7.0,4.0,1.0,0.0,0.0
2014-15,2014-10-20T00:00:00Z,West Brom,Man United,2,2,D,1.0,0.0,H,M Dean,8.0,22.0,2.0,7.0,0.0,11.0,6.0,8.0,1.0,2.0,0.0,0.0
2014-15,2014-10-25T00:00:00Z,Liverpool,Hull,0,0,D,0.0,0.0,D,N Swarbrick,17.0,6.0,4.0,3.0,14.0,1.0,12.0,17.0,3.0,2.0,0.0,0.0
2014-15,2014-10-25T00:00:00Z,Southampton,Stoke,1,0,H,1.0,0.0,H,J Moss,20.0,8.0,2.0,1.0,6.0,3.0,10.0,12.0,0.0,2.0,0.0,0.0
2014-15,2014-10-25T00:00:00Z,Sunderland,Arsenal,0,2,A,0.0,1.0,A,K Friend,11.0,15.0,3.0,5.0,3.0,3.0,11.0,9.0,3.0,3.0,0.0,0.0
2014-15,2014-10-25T00:00:00Z,Swansea,Leicester,2,0,H,1.0,0.0,H,M Jones,7.0,9.0,3.0,4.0,2.0,2.0,7.0,10.0,0.0,0.0,0.0,0.0
2014-15,2014-10-25T00:00:00Z,West Brom,Crystal Palace,2,2,D,0.0,2.0,A,M Clattenburg,17.0,8.0,4.0,6.0,6.0,3.0,14.0,8.0,3.0,1.0,0.0,0.0
2014-15,2014-10-25T00:00:00Z,West Ham,Man City,2,1,H,1.0,0.0,H,M Atkinson,12.0,21.0,4.0,5.0,4.0,8.0,12.0,14.0,2.0,1.0,0.0,0.0
2014-15,2014-10-26T00:00:00Z,Burnley,Everton,1,3,A,1.0,2.0,A,A Marriner,14.0,15.0,3.0,6.0,5.0,4.0,12.0,7.0,4.0,2.0,0.0,0.0
2014-15,2014-10-26T00:00:00Z,Man United,Chelsea,1,1,D,0.0,0.0,D,P Dowd,19.0,9.0,7.0,4.0,4.0,7.0,13.0,14.0,3.0,5.0,0.0,1.0
2014-15,2014-10-26T00:00:00Z,Tottenham,Newcastle,1,2,A,1.0,0.0,H,A Taylor,17.0,8.0,2.0,2.0,10.0,2.0,9.0,12.0,2.0,4.0,0.0,0.0
2014-15,2014-10-27T00:00:00Z,QPR,Aston Villa,2,0,H,1.0,0.0,H,L Mason,11.0,15.0,4.0,6.0,2.0,4.0,11.0,14.0,0.0,2.0,0.0,0.0
2014-15,2014-11-01T00:00:00Z,Arsenal,Burnley,3,0,H,0.0,0.0,D,C Pawson,32.0,6.0,13.0,2.0,18.0,1.0,5.0,9.0,0.0,1.0,0.0,0.0
2014-15,2014-11-01T00:00:00Z,Chelsea,QPR,2,1,H,1.0,0.0,H,M Jones,18.0,7.0,8.0,1.0,13.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0
2014-15,2014-11-01T00:00:00Z,Everton,Swansea,0,0,D,0.0,0.0,D,K Friend,17.0,8.0,3.0,0.0,11.0,0.0,10.0,15.0,2.0,3.0,0.0,1.0
2014-15,2014-11-01T00:00:00Z,Hull,Southampton,0,1,A,0.0,1.0,A,M Atkinson,8.0,10.0,1.0,3.0,7.0,4.0,6.0,9.0,1.0,0.0,0.0,0.0
2014-15,2014-11-01T00:00:00Z,Leicester,West Brom,0,1,A,0.0,0.0,D,S Attwell,14.0,8.0,5.0,3.0,8.0,3.0,5.0,12.0,0.0,1.0,0.0,0.0
2014-15,2014-11-01T00:00:00Z,Newcastle,Liverpool,1,0,H,0.0,0.0,D,A Marriner,14.0,6.0,3.0,3.0,7.0,2.0,13.0,8.0,4.0,3.0,0.0,0.0
2014-15,2014-11-01T00:00:00Z,Stoke,West Ham,2,2,D,1.0,0.0,H,C Foy,21.0,10.0,6.0,2.0,9.0,2.0,14.0,13.0,1.0,1.0,0.0,0.0
2014-15,2014-11-02T00:00:00Z,Aston Villa,Tottenham,1,2,A,1.0,0.0,H,N Swarbrick,12.0,18.0,1.0,7.0,3.0,9.0,12.0,11.0,3.0,3.0,1.0,0.0
2014-15,2014-11-02T00:00:00Z,Man City,Man United,1,0,H,0.0,0.0,D,M Oliver,16.0,9.0,6.0,2.0,7.0,4.0,15.0,9.0,3.0,1.0,0.0,1.0
2014-15,2014-11-03T00:00:00Z,Crystal Palace,Sunderland,1,3,A,0.0,1.0,A,P Dowd,9.0,8.0,1.0,7.0,11.0,2.0,12.0,19.0,0.0,3.0,1.0,0.0
2014-15,2014-11-08T00:00:00Z,Burnley,Hull,1,0,H,0.0,0.0,D,M Clattenburg,14.0,12.0,3.0,1.0,7.0,1.0,17.0,17.0,6.0,4.0,0.0,0.0
2014-15,2014-11-08T00:00:00Z,Liverpool,Chelsea,1,2,A,1.0,1.0,D,A Taylor,12.0,15.0,4.0,5.0,5.0,7.0,9.0,12.0,2.0,5.0,0.0,0.0
2014-15,2014-11-08T00:00:00Z,Man United,Crystal Palace,1,0,H,0.0,0.0,D,C Foy,23.0,6.0,5.0,1.0,11.0,4.0,8.0,12.0,1.0,3.0,0.0,0.0
2014-15,2014-11-08T00:00:00Z,QPR,Man City,2,2,D,1.0,1.0,D,M Dean,17.0,23.0,4.0,6.0,7.0,7.0,9.0,10.0,4.0,2.0,0.0,0.0
2014-15,2014-11-08T00:00:00Z,Southampton,Leicester,2,0,H,0.0,0.0,D,M Oliver,18.0,5.0,6.0,0.0,13.0,4.0,10.0,12.0,2.0,2.0,0.0,0.0
2014-15,2014-11-08T00:00:00Z,West Ham,Aston Villa,0,0,D,0.0,0.0,D,J Moss,21.0,12.0,5.0,4.0,13.0,2.0,9.0,10.0,0.0,3.0,0.0,0.0
2014-15,2014-11-09T00:00:00Z,Sunderland,Everton,1,1,D,0.0,0.0,D,L Mason,10.0,16.0,3.0,7.0,5.0,4.0,11.0,13.0,1.0,2.0,0.0,0.0
2014-15,2014-11-09T00:00:00Z,Swansea,Arsenal,2,1,H,0.0,0.0,D,P Dowd,11.0,12.0,5.0,4.0,6.0,10.0,10.0,16.0,5.0,5.0,0.0,0.0
2014-15,2014-11-09T00:00:00Z,Tottenham,Stoke,1,2,A,0.0,2.0,A,M Jones,14.0,11.0,4.0,4.0,5.0,5.0,20.0,13.0,3.0,2.0,1.0,0.0
2014-15,2014-11-09T00:00:00Z,West Brom,Newcastle,0,2,A,0.0,1.0,A,C Pawson,10.0,8.0,2.0,3.0,7.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0
2014-15,2014-11-22T00:00:00Z,Arsenal,Man United,1,2,A,0.0,0.0,D,M Dean,23.0,12.0,9.0,2.0,11.0,5.0,12.0,8.0,2.0,1.0,0.0,0.0
2014-15,2014-11-22T00:00:00Z,Chelsea,West Brom,2,0,H,2.0,0.0,H,L Mason,21.0,5.0,8.0,1.0,15.0,0.0,7.0,9.0,1.0,0.0,0.0,1.0
2014-15,2014-11-22T00:00:00Z,Everton,West Ham,2,1,H,1.0,0.0,H,M Clattenburg,14.0,14.0,4.0,3.0,1.0,5.0,10.0,13.0,2.0,3.0,0.0,0.0
2014-15,2014-11-22T00:00:00Z,Leicester,Sunderland,0,0,D,0.0,0.0,D,R Madley,13.0,10.0,4.0,5.0,6.0,9.0,18.0,12.0,2.0,3.0,0.0,0.0
2014-15,2014-11-22T00:00:00Z,Man City,Swansea,2,1,H,1.0,1.0,D,N Swarbrick,23.0,8.0,10.0,3.0,7.0,3.0,13.0,9.0,2.0,1.0,0.0,0.0
2014-15,2014-11-22T00:00:00Z,Newcastle,QPR,1,0,H,0.0,0.0,D,C Foy,14.0,13.0,6.0,4.0,16.0,7.0,12.0,15.0,2.0,3.0,0.0,0.0
2014-15,2014-11-22T00:00:00Z,Stoke,Burnley,1,2,A,1.0,2.0,A,M Atkinson,25.0,5.0,4.0,4.0,14.0,0.0,10.0,9.0,2.0,2.0,0.0,0.0
2014-15,2014-11-23T00:00:00Z,Crystal Palace,Liverpool,3,1,H,1.0,1.0,D,J Moss,15.0,12.0,5.0,1.0,4.0,3.0,21.0,10.0,1.0,2.0,0.0,0.0
2014-15,2014-11-23T00:00:00Z,Hull,Tottenham,1,2,A,1.0,0.0,H,C Pawson,10.0,23.0,2.0,6.0,3.0,9.0,15.0,9.0,3.0,1.0,1.0,0.0
2014-15,2014-11-24T00:00:00Z,Aston Villa,Southampton,1,1,D,1.0,0.0,H,P Dowd,7.0,15.0,1.0,4.0,2.0,8.0,15.0,17.0,1.0,2.0,0.0,0.0
2014-15,2014-11-29T00:00:00Z,Burnley,Aston Villa,1,1,D,0.0,1.0,A,G Scott,11.0,18.0,4.0,7.0,1.0,5.0,8.0,8.0,3.0,4.0,0.0,0.0
2014-15,2014-11-29T00:00:00Z,Liverpool,Stoke,1,0,H,0.0,0.0,D,C Pawson,16.0,13.0,3.0,4.0,5.0,5.0,11.0,9.0,0.0,3.0,0.0,0.0
2014-15,2014-11-29T00:00:00Z,Man United,Hull,3,0,H,2.0,0.0,H,A Taylor,12.0,4.0,6.0,2.0,7.0,0.0,12.0,12.0,2.0,2.0,0.0,0.0
2014-15,2014-11-29T00:00:00Z,QPR,Leicester,3,2,H,2.0,1.0,H,R East,32.0,19.0,6.0,5.0,11.0,5.0,8.0,17.0,3.0,2.0,0.0,0.0
2014-15,2014-11-29T00:00:00Z,Sunderland,Chelsea,0,0,D,0.0,0.0,D,K Friend,12.0,24.0,3.0,6.0,2.0,8.0,13.0,10.0,3.0,2.0,0.0,0.0
2014-15,2014-11-29T00:00:00Z,Swansea,Crystal Palace,1,1,D,1.0,1.0,D,M Atkinson,18.0,11.0,4.0,5.0,4.0,6.0,6.0,12.0,0.0,2.0,0.0,0.0
2014-15,2014-11-29T00:00:00Z,West Brom,Arsenal,0,1,A,0.0,0.0,D,C Foy,9.0,17.0,1.0,5.0,4.0,4.0,9.0,10.0,2.0,1.0,0.0,0.0
2014-15,2014-11-29T00:00:00Z,West Ham,Newcastle,1,0,H,0.0,0.0,D,M Dean,12.0,7.0,3.0,1.0,6.0,2.0,9.0,16.0,3.0,2.0,0.0,1.0
2014-15,2014-11-30T00:00:00Z,Southampton,Man City,0,3,A,0.0,0.0,D,M Jones,13.0,15.0,4.0,6.0,8.0,6.0,10.0,13.0,1.0,2.0,0.0,1.0
2014-15,2014-11-30T00:00:00Z,Tottenham,Everton,2,1,H,2.0,1.0,H,M Oliver,13.0,10.0,6.0,5.0,3.0,4.0,15.0,5.0,5.0,1.0,0.0,0.0
2014-15,2014-12-02T00:00:00Z,Burnley,Newcastle,1,1,D,1.0,0.0,H,P Dowd,12.0,11.0,2.0,4.0,2.0,5.0,12.0,12.0,2.0,2.0,0.0,0.0
2014-15,2014-12-02T00:00:00Z,Crystal Palace,Aston Villa,0,1,A,0.0,1.0,A,M Oliver,17.0,5.0,5.0,3.0,8.0,2.0,16.0,15.0,2.0,2.0,0.0,0.0
2014-15,2014-12-02T00:00:00Z,Leicester,Liverpool,1,3,A,1.0,1.0,D,L Mason,20.0,11.0,4.0,3.0,7.0,4.0,11.0,10.0,1.0,2.0,1.0,0.0
2014-15,2014-12-02T00:00:00Z,Man United,Stoke,2,1,H,1.0,1.0,D,J Moss,10.0,5.0,3.0,4.0,2.0,2.0,8.0,13.0,2.0,4.0,0.0,0.0
2014-15,2014-12-02T00:00:00Z,Swansea,QPR,2,0,H,0.0,0.0,D,K Friend,18.0,5.0,7.0,1.0,9.0,2.0,8.0,12.0,2.0,2.0,0.0,0.0
2014-15,2014-12-02T00:00:00Z,West Brom,West Ham,1,2,A,1.0,2.0,A,M Jones,23.0,11.0,5.0,6.0,7.0,3.0,11.0,17.0,2.0,1.0,0.0,0.0
2014-15,2014-12-03T00:00:00Z,Arsenal,Southampton,1,0,H,0.0,0.0,D,A Marriner,19.0,6.0,8.0,1.0,9.0,4.0,7.0,14.0,0.0,2.0,0.0,0.0
2014-15,2014-12-03T00:00:00Z,Chelsea,Tottenham,3,0,H,2.0,0.0,H,M Dean,12.0,10.0,8.0,2.0,1.0,6.0,9.0,9.0,1.0,1.0,0.0,0.0
2014-15,2014-12-03T00:00:00Z,Everton,Hull,1,1,D,1.0,0.0,H,R Madley,13.0,8.0,5.0,1.0,6.0,4.0,8.0,12.0,1.0,1.0,0.0,0.0
2014-15,2014-12-03T00:00:00Z,Sunderland,Man City,1,4,A,1.0,2.0,A,C Pawson,8.0,15.0,2.0,4.0,2.0,0.0,9.0,8.0,1.0,1.0,0.0,0.0
2014-15,2014-12-06T00:00:00Z,Hull,West Brom,0,0,D,0.0,0.0,D,M Oliver,12.0,6.0,2.0,3.0,3.0,2.0,10.0,16.0,1.0,1.0,0.0,0.0
2014-15,2014-12-06T00:00:00Z,Liverpool,Sunderland,0,0,D,0.0,0.0,D,N Swarbrick,15.0,7.0,2.0,1.0,5.0,7.0,12.0,15.0,1.0,3.0,0.0,0.0
2014-15,2014-12-06T00:00:00Z,Man City,Everton,1,0,H,1.0,0.0,H,A Marriner,19.0,9.0,3.0,2.0,11.0,7.0,8.0,11.0,3.0,3.0,0.0,0.0
2014-15,2014-12-06T00:00:00Z,Newcastle,Chelsea,2,1,H,0.0,0.0,D,M Atkinson,9.0,26.0,3.0,8.0,1.0,10.0,8.0,6.0,2.0,3.0,1.0,0.0
2014-15,2014-12-06T00:00:00Z,QPR,Burnley,2,0,H,0.0,0.0,D,J Moss,11.0,15.0,6.0,3.0,3.0,11.0,12.0,12.0,1.0,1.0,1.0,0.0
2014-15,2014-12-06T00:00:00Z,Stoke,Arsenal,3,2,H,3.0,0.0,H,A Taylor,13.0,15.0,4.0,6.0,3.0,9.0,17.0,14.0,3.0,2.0,0.0,1.0
2014-15,2014-12-06T00:00:00Z,Tottenham,Crystal Palace,0,0,D,0.0,0.0,D,L Mason,14.0,16.0,3.0,4.0,2.0,12.0,11.0,10.0,1.0,0.0,0.0,0.0
2014-15,2014-12-07T00:00:00Z,Aston Villa,Leicester,2,1,H,1.0,1.0,D,C Pawson,16.0,10.0,7.0,4.0,5.0,5.0,9.0,14.0,4.0,4.0,0.0,1.0
2014-15,2014-12-07T00:00:00Z,West Ham,Swansea,3,1,H,1.0,1.0,D,C Foy,15.0,11.0,7.0,2.0,7.0,4.0,11.0,18.0,0.0,1.0,0.0,1.0
2014-15,2014-12-08T00:00:00Z,Southampton,Man United,1,2,A,1.0,1.0,D,K Friend,15.0,3.0,4.0,2.0,5.0,1.0,12.0,9.0,2.0,1.0,0.0,0.0
2014-15,2014-12-13T00:00:00Z,Arsenal,Newcastle,4,1,H,1.0,0.0,H,L Mason,17.0,10.0,4.0,4.0,9.0,6.0,14.0,15.0,2.0,2.0,0.0,0.0
2014-15,2014-12-13T00:00:00Z,Burnley,Southampton,1,0,H,0.0,0.0,D,M Clattenburg,7.0,15.0,2.0,4.0,2.0,5.0,15.0,11.0,1.0,3.0,0.0,0.0
2014-15,2014-12-13T00:00:00Z,Chelsea,Hull,2,0,H,1.0,0.0,H,C Foy,12.0,8.0,3.0,0.0,5.0,4.0,13.0,13.0,3.0,3.0,0.0,1.0
2014-15,2014-12-13T00:00:00Z,Crystal Palace,Stoke,1,1,D,1.0,1.0,D,K Friend,10.0,7.0,3.0,3.0,9.0,8.0,12.0,11.0,2.0,0.0,0.0,0.0
2014-15,2014-12-13T00:00:00Z,Leicester,Man City,0,1,A,0.0,1.0,A,J Moss,7.0,9.0,1.0,4.0,8.0,2.0,15.0,13.0,0.0,2.0,0.0,0.0
2014-15,2014-12-13T00:00:00Z,Sunderland,West Ham,1,1,D,1.0,1.0,D,P Dowd,13.0,19.0,4.0,8.0,6.0,8.0,11.0,18.0,2.0,2.0,0.0,0.0
2014-15,2014-12-13T00:00:00Z,West Brom,Aston Villa,1,0,H,0.0,0.0,D,M Dean,13.0,7.0,5.0,2.0,4.0,2.0,17.0,12.0,4.0,2.0,0.0,1.0
2014-15,2014-12-14T00:00:00Z,Man United,Liverpool,3,0,H,2.0,0.0,H,M Atkinson,11.0,19.0,6.0,9.0,2.0,7.0,13.0,14.0,4.0,3.0,0.0,0.0
2014-15,2014-12-14T00:00:00Z,Swansea,Tottenham,1,2,A,0.0,1.0,A,R Madley,15.0,10.0,3.0,4.0,7.0,9.0,7.0,17.0,3.0,4.0,0.0,0.0
2014-15,2014-12-15T00:00:00Z,Everton,QPR,3,1,H,2.0,0.0,H,N Swarbrick,13.0,17.0,5.0,4.0,1.0,8.0,11.0,12.0,1.0,1.0,0.0,0.0
2014-15,2014-12-20T00:00:00Z,Aston Villa,Man United,1,1,D,1.0,0.0,H,L Mason,10.0,16.0,4.0,9.0,3.0,9.0,9.0,10.0,1.0,1.0,1.0,0.0
2014-15,2014-12-20T00:00:00Z,Hull,Swansea,0,1,A,0.0,1.0,A,M Clattenburg,11.0,13.0,3.0,3.0,4.0,5.0,14.0,16.0,2.0,2.0,0.0,0.0
2014-15,2014-12-20T00:00:00Z,Man City,Crystal Palace,3,0,H,0.0,0.0,D,P Dowd,15.0,6.0,3.0,1.0,8.0,6.0,17.0,5.0,2.0,1.0,0.0,0.0
2014-15,2014-12-20T00:00:00Z,QPR,West Brom,3,2,H,1.0,2.0,A,C Pawson,17.0,16.0,7.0,6.0,5.0,11.0,16.0,8.0,1.0,0.0,0.0,0.0
2014-15,2014-12-20T00:00:00Z,Southampton,Everton,3,0,H,1.0,0.0,H,J Moss,11.0,13.0,3.0,4.0,4.0,6.0,11.0,10.0,1.0,1.0,0.0,0.0
2014-15,2014-12-20T00:00:00Z,Tottenham,Burnley,2,1,H,2.0,1.0,H,M Jones,23.0,9.0,6.0,5.0,9.0,6.0,9.0,8.0,1.0,0.0,0.0,0.0
2014-15,2014-12-20T00:00:00Z,West Ham,Leicester,2,0,H,1.0,0.0,H,M Atkinson,10.0,10.0,2.0,4.0,9.0,4.0,8.0,17.0,0.0,3.0,0.0,0.0
2014-15,2014-12-21T00:00:00Z,Liverpool,Arsenal,2,2,D,1.0,1.0,D,M Oliver,27.0,7.0,10.0,3.0,10.0,6.0,6.0,14.0,0.0,3.0,1.0,0.0
2014-15,2014-12-21T00:00:00Z,Newcastle,Sunderland,0,1,A,0.0,0.0,D,A Taylor,15.0,16.0,7.0,3.0,7.0,1.0,15.0,15.0,4.0,4.0,0.0,0.0
2014-15,2014-12-22T00:00:00Z,Stoke,Chelsea,0,2,A,0.0,1.0,A,N Swarbrick,13.0,15.0,2.0,6.0,6.0,5.0,11.0,4.0,3.0,0.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,Arsenal,QPR,2,1,H,1.0,0.0,H,M Atkinson,15.0,16.0,5.0,2.0,6.0,2.0,6.0,15.0,1.0,4.0,1.0,0.0
2014-15,2014-12-26T00:00:00Z,Burnley,Liverpool,0,1,A,0.0,0.0,D,A Taylor,16.0,10.0,0.0,3.0,8.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,Chelsea,West Ham,2,0,H,1.0,0.0,H,M Oliver,28.0,6.0,9.0,0.0,8.0,6.0,8.0,14.0,0.0,3.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,Crystal Palace,Southampton,1,3,A,0.0,1.0,A,M Dean,11.0,13.0,4.0,6.0,8.0,4.0,15.0,10.0,1.0,0.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,Everton,Stoke,0,1,A,0.0,1.0,A,L Mason,16.0,12.0,5.0,2.0,9.0,3.0,9.0,15.0,2.0,3.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,Leicester,Tottenham,1,2,A,0.0,1.0,A,N Swarbrick,22.0,8.0,6.0,3.0,11.0,1.0,10.0,14.0,1.0,2.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,Man United,Newcastle,3,1,H,2.0,0.0,H,M Jones,9.0,8.0,4.0,4.0,4.0,5.0,16.0,9.0,1.0,2.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,Sunderland,Hull,1,3,A,1.0,1.0,D,A Marriner,12.0,13.0,3.0,5.0,10.0,4.0,12.0,6.0,4.0,2.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,Swansea,Aston Villa,1,0,H,1.0,0.0,H,R East,7.0,11.0,2.0,3.0,4.0,0.0,17.0,12.0,1.0,4.0,0.0,0.0
2014-15,2014-12-26T00:00:00Z,West Brom,Man City,1,3,A,0.0,3.0,A,M Clattenburg,18.0,9.0,6.0,5.0,10.0,6.0,5.0,9.0,0.0,1.0,0.0,0.0
2014-15,2014-12-28T00:00:00Z,Aston Villa,Sunderland,0,0,D,0.0,0.0,D,M Atkinson,14.0,15.0,3.0,3.0,4.0,4.0,4.0,11.0,1.0,4.0,1.0,0.0
2014-15,2014-12-28T00:00:00Z,Hull,Leicester,0,1,A,0.0,1.0,A,P Dowd,18.0,4.0,5.0,2.0,7.0,1.0,12.0,12.0,0.0,1.0,1.0,1.0
2014-15,2014-12-28T00:00:00Z,Man City,Burnley,2,2,D,2.0,0.0,H,K Friend,17.0,12.0,6.0,3.0,10.0,3.0,18.0,9.0,4.0,1.0,0.0,0.0
2014-15,2014-12-28T00:00:00Z,Newcastle,Everton,3,2,H,1.0,1.0,D,C Pawson,13.0,9.0,6.0,2.0,8.0,3.0,13.0,8.0,2.0,2.0,0.0,0.0
2014-15,2014-12-28T00:00:00Z,QPR,Crystal Palace,0,0,D,0.0,0.0,D,M Jones,11.0,10.0,3.0,3.0,9.0,4.0,11.0,17.0,2.0,1.0,0.0,0.0
2014-15,2014-12-28T00:00:00Z,Southampton,Chelsea,1,1,D,1.0,1.0,D,A Taylor,9.0,7.0,1.0,1.0,4.0,6.0,23.0,14.0,2.0,2.0,1.0,0.0
2014-15,2014-12-28T00:00:00Z,Stoke,West Brom,2,0,H,0.0,0.0,D,R East,13.0,15.0,3.0,4.0,5.0,3.0,11.0,14.0,0.0,2.0,0.0,0.0
2014-15,2014-12-28T00:00:00Z,Tottenham,Man United,0,0,D,0.0,0.0,D,J Moss,9.0,9.0,4.0,5.0,3.0,6.0,11.0,19.0,2.0,4.0,0.0,0.0
2014-15,2014-12-28T00:00:00Z,West Ham,Arsenal,1,2,A,0.0,2.0,A,N Swarbrick,14.0,21.0,4.0,7.0,7.0,8.0,12.0,13.0,3.0,3.0,0.0,0.0
2014-15,2014-12-29T00:00:00Z,Liverpool,Swansea,4,1,H,1.0,0.0,H,A Marriner,21.0,11.0,11.0,4.0,6.0,3.0,8.0,5.0,1.0,0.0,0.0,0.0
2014-15,2015-01-01T00:00:00Z,Aston Villa,Crystal Palace,0,0,D,0.0,0.0,D,R Madley,14.0,6.0,3.0,0.0,5.0,2.0,11.0,12.0,1.0,1.0,0.0,0.0
2014-15,2015-01-01T00:00:00Z,Hull,Everton,2,0,H,2.0,0.0,H,K Friend,14.0,9.0,5.0,3.0,4.0,8.0,16.0,15.0,2.0,3.0,0.0,1.0
2014-15,2015-01-01T00:00:00Z,Liverpool,Leicester,2,2,D,2.0,0.0,H,M Jones,18.0,16.0,6.0,3.0,4.0,5.0,13.0,10.0,2.0,2.0,0.0,0.0
2014-15,2015-01-01T00:00:00Z,Man City,Sunderland,3,2,H,0.0,0.0,D,R East,32.0,4.0,12.0,4.0,10.0,4.0,14.0,7.0,2.0,3.0,0.0,0.0
2014-15,2015-01-01T00:00:00Z,Newcastle,Burnley,3,3,D,2.0,1.0,H,M Dean,10.0,15.0,4.0,4.0,5.0,5.0,12.0,13.0,2.0,4.0,0.0,0.0
2014-15,2015-01-01T00:00:00Z,QPR,Swansea,1,1,D,1.0,0.0,H,A Taylor,24.0,25.0,6.0,6.0,4.0,9.0,22.0,5.0,4.0,0.0,0.0,1.0
2014-15,2015-01-01T00:00:00Z,Southampton,Arsenal,2,0,H,1.0,0.0,H,C Pawson,13.0,11.0,6.0,6.0,2.0,7.0,14.0,7.0,2.0,1.0,0.0,0.0
2014-15,2015-01-01T00:00:00Z,Stoke,Man United,1,1,D,1.0,1.0,D,M Oliver,11.0,6.0,2.0,2.0,11.0,7.0,8.0,12.0,0.0,0.0,0.0,0.0
2014-15,2015-01-01T00:00:00Z,Tottenham,Chelsea,5,3,H,3.0,1.0,H,P Dowd,11.0,19.0,8.0,7.0,5.0,3.0,14.0,10.0,3.0,1.0,0.0,0.0
2014-15,2015-01-01T00:00:00Z,West Ham,West Brom,1,1,D,1.0,1.0,D,J Moss,8.0,14.0,3.0,3.0,0.0,1.0,6.0,13.0,1.0,0.0,0.0,0.0
2014-15,2015-01-10T00:00:00Z,Burnley,QPR,2,1,H,2.0,1.0,H,A Marriner,18.0,17.0,7.0,7.0,10.0,6.0,14.0,9.0,2.0,2.0,0.0,0.0
2014-15,2015-01-10T00:00:00Z,Chelsea,Newcastle,2,0,H,1.0,0.0,H,R East,9.0,11.0,5.0,5.0,7.0,4.0,13.0,13.0,2.0,3.0,0.0,0.0
2014-15,2015-01-10T00:00:00Z,Crystal Palace,Tottenham,2,1,H,0.0,0.0,D,A Taylor,21.0,9.0,7.0,5.0,4.0,6.0,9.0,14.0,5.0,3.0,0.0,0.0
2014-15,2015-01-10T00:00:00Z,Everton,Man City,1,1,D,0.0,0.0,D,M Atkinson,11.0,18.0,4.0,2.0,4.0,9.0,9.0,10.0,1.0,2.0,0.0,0.0
2014-15,2015-01-10T00:00:00Z,Leicester,Aston Villa,1,0,H,1.0,0.0,H,M Oliver,11.0,12.0,3.0,1.0,6.0,6.0,18.0,6.0,1.0,1.0,1.0,1.0
2014-15,2015-01-10T00:00:00Z,Sunderland,Liverpool,0,1,A,0.0,1.0,A,C Pawson,5.0,21.0,1.0,4.0,6.0,6.0,12.0,11.0,1.0,4.0,1.0,0.0
2014-15,2015-01-10T00:00:00Z,Swansea,West Ham,1,1,D,0.0,1.0,A,M Dean,19.0,11.0,3.0,5.0,4.0,5.0,9.0,7.0,0.0,1.0,0.0,0.0
2014-15,2015-01-10T00:00:00Z,West Brom,Hull,1,0,H,0.0,0.0,D,N Swarbrick,9.0,12.0,3.0,2.0,5.0,2.0,5.0,13.0,1.0,0.0,0.0,0.0
2014-15,2015-01-11T00:00:00Z,Arsenal,Stoke,3,0,H,2.0,0.0,H,J Moss,14.0,7.0,6.0,2.0,9.0,1.0,11.0,11.0,0.0,3.0,0.0,0.0
2014-15,2015-01-11T00:00:00Z,Man United,Southampton,0,1,A,0.0,0.0,D,P Dowd,10.0,9.0,0.0,1.0,3.0,5.0,9.0,10.0,2.0,3.0,0.0,0.0
2014-15,2015-01-17T00:00:00Z,Aston Villa,Liverpool,0,2,A,0.0,1.0,A,M Clattenburg,15.0,12.0,4.0,5.0,9.0,5.0,13.0,11.0,1.0,1.0,0.0,0.0
2014-15,2015-01-17T00:00:00Z,Burnley,Crystal Palace,2,3,A,2.0,1.0,H,P Dowd,7.0,11.0,4.0,4.0,5.0,7.0,10.0,20.0,1.0,3.0,0.0,0.0
